"BT_EVT_Okae.1"	"BT_SCT_Okae.1"	"BT_TSC_Okae.1"	"BT_EVT_Okae.2"	"BT_SCT_Okae.2"	"BT_TSC_Okae.2"	"CT_EVT_Okae.1"	"CT_SCT_Okae.1"	"CT_TSC_Okae.1"	"CT_EVT_Okae.2"	"CT_SCT_Okae.2"	"CT_TSC_Okae.2"	"CT_EVT_Okae.3"	"CT_SCT_Okae.3"	"CT_TSC_Okae.3"	"n_H9.1"	"n_H9.2"	"nTE_D1.1"	"nTE_D1.2"	"nTE_D2.1"	"nTE_D2.2"	"nTE_D3.1"	"nTE_D3.2"	"nCT_P3.1"	"nCT_P3.2"	"nCT_P10.1"	"nCT_P10.2"	"nCT_P15.1"	"nCT_P15.2"	"cR_nCT_P15.1"	"cR_nCT_P15.2"	"nCT_P15_iPSC.1"	"nCT_P15_iPSC.2"	"CT_Okae.1"	"CT_Okae.2"	"nST.1"	"nST.2"	"nEVT.1"	"nEVT.2"	"pH9.1"	"pH9.2"	"pBAP_D1.1"	"pBAP_D1.2"	"pBAP_D2.1"	"pBAP_D2.2"	"pBAP_D3.1"	"pBAP_D3.2"	"CT_7wk.1"	"CT_7wk.2"	"CT_9wk.1"	"CT_11wk.1"	"amnion_18w.1"	"amnion_9w.1"	"amnion_18w.2"	"amnion_16w.2"	"amnion_22w.1"	"amnion_9w.2"	"amnion_22w.2"	"H1_gt70_D8_BAP.1"	"H1_gt70_D8_BAP.2"	"H1_gt70_D8_BAP.3"	"H1_lt40_D8_BAP.1"	"H1_lt40_D8_BAP.2"	"H1_lt40_D8_BAP.3"	"H1_Yabe.1"	"H1_Yabe.2"	"H1_Yabe.3"	"amnion_Term.1"	"amnion_Term.2"	"amnion_Term.3"	"amnion_Term.4"	"amnion_Term.5"	"amnion_Term.6"	"amnion_Term.7"	"amnion_Term.8"	"amnion_Term.9"	"amnion_Term.10"	"amnion_Term.11"	"amnion_Term.12"	"H9_Shao.1"	"H9_Shao.2"	"H9_Shao.3"	"H9_amnion.1"	"H9_amnion.2"	"H9_amnion.3"	"hESC_H9_untr_0h.1"	"hESC_H9_untr_0h.2"	"hESC_H9_BMP4_8h.1"	"hESC_H9_BMP4_8h.2"	"hESC_H9_BMP4_16h.1"	"hESC_H9_BMP4_16h.2"	"hESC_H9_BMP4_24h.1"	"hESC_H9_BMP4_24h.2"	"hESC_H9_BMP4_48h.1"	"hESC_H9_BMP4_48h.2"	"hESC_H9_BMP4_72h.1"	"hESC_H9_BMP4_72h.2"
"CT_SCT_Okae.2"	47.7177625589798	32.4096782040107	69.7939076151803	56.0024099014894	30.4029512729858	65.0809974822886	56.3626326706356	58.607490605561	66.1451653003178	56.8666553139061	0	60.0316311382151	57.9974381897614	38.1130733099634	61.2561950768313	79.9473437280479	80.8169706129013	71.6621304214151	71.493415223309	65.8246530378498	66.0420814743636	70.1169076832614	70.1967387686013	65.444883100904	66.0645477411869	67.312087667277	65.5064787873594	65.8463237095377	66.4317218648178	66.2931825736529	66.0481428633128	62.2343337670036	62.6499491668073	65.7435860382454	65.5578104020708	51.2964807179824	49.107359592692	56.8705654923028	56.5586448924983	86.7871216538228	87.9639228422744	80.7409261065548	80.9199619983203	75.4076698189821	74.4595813659549	70.5400530594562	69.499366931568	66.367190571997	63.2538761063539	70.9879210371439	71.6007735525879	104.49748104649	100.06447350174	103.012186559033	95.1412495702206	95.7731242755627	94.0893796450135	97.9921784179931	57.671387845918	53.1929414106385	53.5483316165079	64.5001364145788	60.6038069203406	61.8489234865332	76.5159537138186	87.8629962918314	86.5605662799574	89.9852243072257	82.6391046021995	85.5160269661376	87.805918257771	85.8278206475458	84.988335282944	83.7785872222456	83.683791601784	83.0426385333045	85.0020403324384	81.859695375229	84.7510144778538	84.0880992671254	86.3142933450099	86.3561266371288	78.3775015453756	78.3866898885354	81.1749778001835	91.4997271456178	92.1385064310239	88.5932100496795	89.1356973787683	89.9219165530432	89.2894103373979	88.5539758840272	86.9276252912549	85.1833643030031	84.8165334765315	83.8918510167613	83.4412378969714
"CT_TSC_Okae.2"	49.3126171801407	54.4039876376776	29.0220322131625	53.8556937362119	58.4841474088539	21.9066770873805	50.4302323083675	59.6233171210146	26.8245049972036	55.6652373189217	60.0316311382151	0	60.2070791779629	51.4888134487607	21.8778764933809	65.5105804630358	66.6483252020407	56.8744863261273	56.8060155176668	51.1663484165242	51.2287566021158	48.2446273337341	48.0961213450501	45.1136118306062	46.0442087179337	46.8985128010191	45.9427600631933	46.6050283444433	47.1047353977743	46.1755703609477	46.7512014541801	47.207608453148	46.9522111544833	46.212907828441	45.2161279123638	60.2800294562422	60.5100836992025	50.6121019935634	50.9621450672282	70.8757736058304	71.6409325570527	63.1005931946754	63.2614169691908	57.3670084644271	56.3419582225324	53.2376193758103	52.442331913381	47.9456114173319	46.6611078701019	56.3957243545725	57.8522787483179	99.4270185145627	91.7545623343058	96.4976117971997	88.0378337720105	91.1014352742693	83.9850628539476	93.3446647525424	50.03815020622	53.0814959523487	51.2026518749709	53.1969950050608	50.0443926009026	49.8737892729819	54.5824078302852	69.2985085444338	68.1001182967781	80.9093712927286	73.048605279625	74.205401522613	77.7963899669116	78.5945807059535	74.5675087275772	73.2483800737787	72.0549546238485	73.6379992101334	72.9912378414333	74.10837119208	75.7711307755362	71.4773950881133	72.6812836163483	72.6944608561885	62.0938087797496	62.0378051719961	65.7619693335628	78.3972706616644	78.9642015010807	74.7126719215572	75.6847453326002	77.8497940996836	76.1685476421576	75.8867358020664	73.6570603678834	72.9410718837919	72.6485773728055	72.3733659026741	73.6066258340735
"CT_EVT_Okae.3"	37.3318381681829	57.0504077776922	61.2071190681768	36.4930965023387	55.6166477446186	59.0313909664025	41.704128283814	50.9250460014078	57.0618054475221	40.0348103226736	57.9974381897614	60.2070791779629	0	51.1142368244872	55.8921022977414	67.9567754055463	69.02120595739	65.189178761669	65.1876672002834	62.1749358381613	62.4738553570434	59.1824239060262	59.0813844914816	52.0466829522344	52.4275679267253	54.259067452658	53.6872951953011	52.7125239544935	52.2514113667292	53.1359496593768	52.7340093336402	51.3160585075019	51.2459735285819	61.9087674316224	61.6655829774866	58.3267492904281	56.9267094400123	47.8269686422226	47.7217103477976	75.0686021080961	76.166389731507	71.6121453634855	72.0997021577454	66.3487685371079	65.9748086653047	64.0158308903932	63.2874573124446	63.7269398949965	60.9684412232393	64.9727167516928	69.9504651257183	95.1458093752011	92.0075972979536	92.8216948123087	87.7078581621129	87.9958998317969	87.5507743828876	88.6593570854854	58.01743666567	61.6736939228775	60.1808294776316	59.7558295847093	55.9595679887426	57.8507320962261	67.2300883492783	76.6555914270985	75.4803421407725	78.752842813866	75.7632015855207	77.3210938146819	78.9541426547693	74.9494704187357	77.6444247565296	74.8076770268611	75.3518318877478	77.9595771359243	74.2278567155459	76.014611049372	77.3322858884122	74.1770203665775	75.7782782743992	75.389836043865	69.7700728897863	70.3931689084666	73.4387198943601	83.5495057695021	84.1436158248064	80.2283029615445	80.4233612847873	80.8601520361815	79.8123829577753	81.4602869037112	80.1351245499977	78.9347539095865	79.5054085865582	79.6397205594514	79.2019042003525
"CT_SCT_Okae.3"	37.8211026803892	30.1030089793332	58.9694263239977	51.6789777974629	34.6815464540473	52.6588785770466	43.4580884094744	49.557109242592	54.4455383747119	56.9033998604661	38.1130733099634	51.4888134487607	51.1142368244872	0	49.3990952060738	75.6997548755152	76.766590762358	65.4415531076734	65.5221409769095	56.707225609856	57.0736863511261	60.4451176853554	60.8025093105826	52.9554091971735	53.3656318325911	53.996975034289	52.4678494610091	53.8511085424765	54.5203650711365	53.2458401635948	53.6357653151228	51.0933828366797	51.5317461451535	55.4940435626632	55.5271438923066	41.0862521268768	39.5578547905298	44.45678086697	44.0011149178383	81.6859537559129	83.0400338790824	73.631888306427	74.292834985771	66.3292824442943	65.233863933365	59.8580750033673	58.9133560321892	60.3253254790897	57.4109502112115	62.3434438483673	65.54663959942	100.710893603808	97.0145172805308	100.326454008353	91.0905822426174	88.7748708567767	89.9885949440899	92.5372241215768	49.2488515980595	46.3163624526861	45.5332235842253	56.2676218020501	49.7634096723856	51.353039941086	70.3672790344409	85.5931122598313	83.7422874115814	85.7759227976025	78.5324767236261	79.7302709885824	83.4467532752338	81.4969823429971	80.6900889396606	77.3626600371221	78.0397513084178	78.279330980194	76.3505790252191	77.4004172575302	79.7007551516091	78.5021635090679	78.9337952457346	79.0773616965895	70.3374950309058	70.7395550499767	72.8887016074532	87.8663484059854	88.4197761890134	83.631958423314	84.005936148154	84.5944093193743	84.6890067182922	81.588477933562	80.3988910547296	75.7936784335384	75.2371744509463	73.6321222262968	73.4585714845099
"CT_TSC_Okae.3"	48.9625818790189	55.5529174224419	29.7808842818579	50.8778564053048	56.6170201211495	16.9126780110982	44.6575403802527	53.9097860733774	22.8209286971836	55.7725227143318	61.2561950768313	21.8778764933809	55.8921022977414	49.3990952060738	0	61.9688648871405	62.7379912762732	53.8809005993286	53.8821239854501	48.4138803358444	48.5292909052913	43.9749615848238	43.7997783162884	38.2986246575102	40.2161438382966	40.600810422285	39.3581505589034	40.4652123595279	40.7481276109472	40.5928354239475	40.6867271994113	40.2449768144757	40.791243120173	44.6288765333973	43.6950383823337	58.9959069645845	58.70067422484	47.6517034558548	48.2961149544211	68.0328441106966	68.9095549365327	61.0582807764927	61.2803803135222	54.4413904902206	53.4722370056583	50.7525956365744	49.9348872020526	48.3698503039342	47.1775012148556	53.9360446200904	58.3667925561414	96.1336185327679	90.6389611646851	94.2704804699576	84.5758811522241	89.7537625275288	82.7141974152457	89.9561987828765	49.3132954932079	53.5371756033419	51.3471837718883	52.1392822183766	49.7107295478074	49.0149171220277	53.2212187662025	68.8792007548108	67.9226049100334	76.2853134207774	71.3837875527415	72.0070815016876	73.8353447429848	75.1545294902872	72.647044722976	70.1635516765472	70.7427071278021	71.7413717318649	70.4322846535316	71.6277153414289	71.3586184450736	68.6835499346696	70.1583271820969	70.2879187716296	58.9873339788132	58.7224593605183	62.5178858464969	75.7326604203034	76.4040446179169	72.3798620887352	73.3619686820836	75.7459336910669	73.7723351656706	74.3092686738905	71.9170615119107	70.3542515253692	70.2601784225924	69.7345828481945	70.7750088546608
"n_H9.1"	70.3331816943251	76.3430722959742	58.834426471025	63.3909608415996	77.5493748968509	62.1867409312891	68.3352676226176	68.8178925352292	61.9199067115831	63.3205777806508	79.9473437280479	65.5105804630358	67.9567754055463	75.6997548755152	61.9688648871405	0	8.92774181315838	30.9932046789657	30.4858516915585	49.2907031986238	48.7496810032011	48.8181937393919	48.6882791967548	58.5787969543683	59.8130698973845	62.3591520794879	60.9050753084888	63.1239817170877	62.7809065740461	65.2292944192079	65.0849199822501	63.0386374820318	63.1993558278964	68.8682691164339	67.7284727793738	84.8528981773209	84.6888420528718	70.6067193954603	71.7317181364534	46.2552668362761	46.5870182082927	51.8200994556063	51.630662169186	57.8291982877357	57.8668132013354	63.8630113237439	64.0730448502	68.363300438963	68.5077597072503	74.7586172646754	77.4594029504049	93.0820905704229	91.5170336694104	92.9434008680028	89.4209631912718	97.8668459358716	87.1984499393292	91.6890233252669	69.7555392001508	77.0071776989823	75.0086114135042	66.996587765351	69.4439064311734	68.5640180967684	53.2115933372393	52.4494008815949	51.9133287816907	78.3662597018858	78.0964507082232	78.5564786611002	77.9716961863931	73.4062798419661	78.0816432243069	74.6668483013706	75.7558087482275	78.4670840014481	76.6876791316698	75.9441056541567	75.7117205016603	55.5603105755267	56.649621490003	56.6233435426885	58.5585414178215	59.9015561993298	69.7193013210512	63.1096533824046	63.4337154446451	61.19523079808	61.1669880633183	65.3631047179069	64.1945557640887	66.4874690399199	65.3831939826792	75.5604686762869	79.0311705530616	85.0221115674895	86.0814102901845
"n_H9.2"	71.2608800761338	77.1797047430785	59.4145416070705	64.7828157986536	78.7135808765171	63.2810128768261	69.2536237237123	69.0619330619613	63.0601966545063	64.4460875093829	80.8169706129013	66.6483252020407	69.02120595739	76.766590762358	62.7379912762732	8.92774181315838	0	30.9210799128704	30.5051062866542	49.5349552704515	49.0169113387853	49.1346842048868	49.0478944662515	58.9685611323211	60.2745682200743	62.9219740122954	61.5317908776117	63.9121583117106	63.5262822620939	66.03747870069	65.7582377791205	63.587322959987	64.0002680866611	69.6750632287813	68.4966756506123	86.1552704319954	85.8511220961524	71.4912674248267	72.7523760948057	45.9231359500674	46.3128639658315	51.5728078695652	51.5344674105364	57.4657202385231	57.5984494254874	63.5250159026516	63.7683065855787	68.7382461828584	68.8921867702878	75.5681269131845	78.0303744046198	93.1376673585817	91.3624300129845	92.8289385554427	89.6220964941128	98.2562753325358	86.7858462984761	91.8055094238837	69.8916277910578	77.554125541106	75.5070950590846	66.8261300353306	69.4633342189266	68.666698558425	53.3895431660143	52.542299990913	52.1090571150119	78.5399522846247	78.2391081331248	78.5531612025707	78.2075626511065	74.0654650551084	78.1441833936311	74.7205241555785	75.559195813589	78.4043395057001	76.9264474859763	76.0470636869332	75.9214777928443	55.6756038741993	57.1398493251583	57.1040772901094	58.1851595448396	59.594494388183	69.4593508792479	63.217347020233	63.5741238586904	61.3070645074688	61.2401266072902	65.2060214990111	64.3035457113628	66.4471804543162	65.5027750498269	75.3794625056026	78.9382178793795	84.5795515880088	85.7478408352789
"nTE_D1.1"	63.1594863955292	67.1380750750505	52.4567035366403	59.4310840346292	69.9450429893041	54.1586952283936	64.1355177300759	65.7966420169938	55.4363181018578	61.6516903921857	71.6621304214151	56.8744863261273	65.189178761669	65.4415531076734	53.8809005993286	30.9932046789657	30.9210799128704	0	5.02208974431511	29.0736532791766	27.9162384815707	36.5642105958913	36.4130207569944	52.1543556277288	53.9060364104289	56.8358696877962	54.6834608661121	57.6149818395184	57.4149081316459	59.1596710098018	58.6756417944756	57.4673015345642	57.8399666822562	61.3898519722467	60.2977214663708	75.9344158343583	75.6554393626344	62.6838573941988	63.623203755648	54.3966367058562	54.8671652600521	45.2316682851558	44.8738378782499	45.6223023084168	44.577228005805	49.9576056402634	49.7777575053918	60.1922279363518	60.2555354211452	68.3007768460447	70.0461489972342	94.1054456210601	90.236372304898	92.7596187575498	85.8766269452729	93.7024035945479	84.6886240084227	90.1837066742673	59.1357261632154	64.2574409381308	62.5561251467685	58.3383514070788	58.4261434104138	57.9990121859135	48.3485604175356	57.9718627831607	56.4176152626014	76.7952477022298	73.3375837571075	74.8557099654802	75.2572355391071	72.998435818083	75.209949328582	70.5613904752358	71.6170219496494	73.9102540300099	72.7898912551669	71.8292944111368	73.0123299500329	57.4201722892705	59.3951488363978	59.2683746769049	49.4435333005116	50.4063412226754	58.633386841443	66.1950100139926	66.9683636287921	61.1982894371977	61.3097770761951	65.8700173070911	64.5828608892043	64.1258155071083	62.0235492411867	65.3344599971739	68.4970329120207	74.2366310899248	75.1517269429762
"nTE_D1.2"	63.1044971351622	67.0526786083686	52.5313601253973	59.2045442071629	69.9076038740016	54.309586122325	64.0765581013428	65.8351301917465	55.5371346376636	61.3195128318432	71.493415223309	56.8060155176668	65.1876672002834	65.5221409769095	53.8821239854501	30.4858516915585	30.5051062866542	5.02208974431511	0	29.3528896571076	28.1359848773353	36.8640032075633	36.6876256989398	52.2795461982284	53.9867994872116	56.8648901999573	54.7753578008513	57.6084490671651	57.4206373863651	59.3100669407759	58.8213602830253	57.5409430597981	57.9136555087344	61.7357088931958	60.6529721764693	76.0622955790747	75.7691722888789	62.7489982781134	63.6725026623084	54.0837252526361	54.5946152308344	45.2780393184417	44.9104385587768	45.9327714803707	44.8157217184187	50.3499248368549	50.0924963664218	60.3846623093022	60.3959630921118	68.4910044984447	70.2207558274636	93.8891394567497	89.9165285020019	92.6582817588974	85.664754669468	93.8185233796291	84.6898832375028	90.1216881661571	59.4257253061994	64.5237865930673	62.8257816536113	58.6073269228241	58.6597098318417	58.279955918228	48.3770971941541	57.6867270838472	56.1174162947271	76.7852088716658	73.3275479198714	74.7960236032419	75.2717306636188	72.6979944539316	75.3090975925034	70.6211303701802	71.6891887139195	74.0135074968331	72.8107135142969	71.7767169825917	72.8943088522669	57.0617926871331	59.3260344340973	59.1010823476725	49.581876411113	50.7824447309305	58.9918869312123	65.7683700542571	66.5803522962834	60.8060995083248	60.9183102122947	65.5716278972371	64.4063005980852	63.8859460618932	61.8509234166565	65.4737339428957	68.7224135863656	74.4290629527885	75.3084733746555
"nTE_D2.1"	55.6381825839362	60.0697609222321	50.3796585537394	55.1849616034429	62.8566167152672	49.0859178795002	58.6536582493955	64.1420760556211	51.3754065794298	59.0758872960482	65.8246530378498	51.1663484165242	62.1749358381613	56.707225609856	48.4138803358444	49.2907031986238	49.5349552704515	29.0736532791766	29.3528896571076	0	5.37248285698278	28.9684064230314	28.9676140960103	46.5042962347923	48.1040315529592	50.8942856222422	49.0497356915611	51.8135921267281	51.7716629218001	51.9839907646014	51.6239296341462	51.8708229963627	52.5031199490105	57.8569974072443	56.8064667505804	67.8327981734505	67.4967422204436	52.9916014031004	53.3477290350454	64.8122289680527	65.543127670542	53.5656022588973	53.6345310905533	46.8082559048582	44.6922383981922	44.1882129837384	43.2298594700676	54.8087789329234	54.5938243137127	62.1822771793614	65.0997727173085	95.5780518164365	90.0546949301055	94.4985835416409	85.2158047738689	89.9919172385388	84.032209725506	90.5721822759118	52.3573759524893	55.3392906913474	53.7088371669802	54.3472016896781	50.5623117668557	51.0387710809915	52.7411932723896	66.8107273969295	65.2692767359171	77.053407220331	71.8839984140986	74.248295340403	76.5147774473493	74.0188832460101	75.3559529809248	70.4536399274513	71.9306086821933	73.5291082581279	71.7897627323534	72.4122943990721	74.071532219841	63.8781376904475	66.8777483420941	66.4409336091347	51.6410337809265	52.0047974585151	57.5475375737106	73.2528401008239	73.9189056705002	67.7775625218428	68.4333689754178	71.27789920704	70.2230506119989	68.216255561931	66.1314026625277	64.0565911300132	65.5001396343717	68.6852048948213	69.2149161401398
"nTE_D2.2"	55.998910907349	60.292681862888	50.5837169264605	55.6631710023635	63.3715844872573	49.1969194741636	59.0794868327977	64.5479928802694	51.4934282378413	59.5045737105135	66.0420814743636	51.2287566021158	62.4738553570434	57.0736863511261	48.5292909052913	48.7496810032011	49.0169113387853	27.9162384815707	28.1359848773353	5.37248285698278	0	29.0485080175379	28.9965130412539	46.934844734162	48.5392981126053	51.3571779657903	49.48274838691	52.2591660831358	52.3116009898066	52.4445028501444	52.0783835997139	52.47963336961	53.0620914583323	57.5134399825703	56.5237078272154	67.8991439979999	67.6811395992821	53.5503455130591	54.0709820545534	64.2378781900165	65.0374548529839	53.3697819918149	53.4009167070472	46.6161614958496	44.5371157872169	44.0634771803861	43.1914636296732	55.1439283272849	54.8626768168417	62.6417803221091	65.4243873922419	95.9751072262088	90.3016127737634	94.8273276766193	85.3864907379736	90.4582730141871	84.2687997338127	90.810947435906	52.4214499366577	55.3740855235468	53.745260435581	54.3981222749494	50.724574355535	51.2232578182415	52.3138312947133	66.4759368316202	64.7800868424876	77.2466372713823	71.6661397633143	74.2159022603905	76.6713224338079	74.1307174671505	75.1734934694218	70.3522465642805	71.8112214092793	73.3086775557319	71.7341805748546	72.222895038911	74.0377304972059	63.4851674881621	66.3859476242331	65.9255108826079	51.0784328476596	51.4211753881653	57.1324332178695	72.5140968587036	73.2331720029111	67.0634469215162	67.7060523151637	70.7149259526051	69.6745983473287	67.5219359149248	65.4284215999022	63.7081492739353	65.2356104153393	68.4298664505718	69.0686344161782
"nTE_D3.1"	56.1929771792427	63.760819550298	42.5778092605555	53.3602616374007	66.5167424107251	44.2041042897752	54.8136116877492	60.3352542082525	46.3908829318159	55.618860479411	70.1169076832614	48.2446273337341	59.1824239060262	60.4451176853554	43.9749615848238	48.8181937393919	49.1346842048868	36.5642105958913	36.8640032075633	28.9684064230314	29.0485080175379	0	5.34790504369407	34.1732350878539	36.213480681263	40.1780800648736	38.0327625278586	41.3279500220541	41.3516522515942	41.9068296231719	41.2676117364047	44.8447399715584	45.3799900513709	52.2253460817227	51.4600463530141	69.0953269618098	68.7841243786745	50.2737324133083	50.9294064288039	60.5155333197018	61.1845836939096	52.6865947358368	52.9958552047563	43.8886127619606	42.4063418389991	42.2523970012878	41.1673582131057	53.186786786183	53.1804042130888	60.4388692832402	63.7334207631453	91.6202717275557	86.0978915517911	91.230508286818	82.1240198407198	87.8518424603301	79.0041195124901	87.0226841763639	52.5473180200355	58.2708663094836	55.9019653069469	51.9075035254109	49.7721996614338	49.3203052246709	49.4839688089177	61.2823436534866	60.0207903453292	73.0135084699303	68.4956396531586	70.5367939005272	72.2404798402352	69.7247922359494	69.4138989286995	66.0651577092829	67.4882686733252	69.3830274123346	67.5825411626984	68.6643594903066	68.8457855545528	61.4483228245035	64.0489775810549	63.9501589922149	51.2457607766661	50.9743184311781	55.4622019229549	69.4265160715239	70.117169573821	65.159950700481	65.8911850609802	68.5468941458657	66.8105994916356	68.0745231681871	65.855061181522	63.400251335058	63.8602770131348	66.6104364268651	67.6672090707964
"nTE_D3.2"	56.2009950758162	64.2777401380198	42.8598904875335	52.977348380135	66.7083535030937	44.147658077457	54.8555296688337	60.5095587585617	46.2096488636809	55.5369146105869	70.1967387686013	48.0961213450501	59.0813844914816	60.8025093105826	43.7997783162884	48.6882791967548	49.0478944662515	36.4130207569944	36.6876256989398	28.9676140960103	28.9965130412539	5.34790504369407	0	34.6705051425225	36.5961653901741	40.6616618659817	38.6605699676371	41.6500747778163	41.6268644466921	42.2780292140433	41.7161978871611	45.1271325460395	45.5280227385275	52.2562563819203	51.5307570734634	68.920928483071	68.7185622262907	50.3993218884315	51.0193862629418	60.7727730042172	61.4019914722427	53.1607285557254	53.409684037247	44.4851675253373	42.9305564839292	43.017218385772	41.9013861042076	53.3760465100465	53.4168698517417	60.1580878061013	63.8213795285059	92.1041464879952	86.6478584387636	91.4608137742718	82.3167187264834	88.3545356726475	79.5003967067739	87.5263962159051	53.1058067263806	58.338815524782	56.0600184286368	52.5394423978571	50.3247487299408	49.8598714908362	49.3744253887605	61.2428762093226	59.9828455939222	73.0849524219356	68.4443590717884	70.8056192228604	72.3440409739663	70.1138109202951	69.4190372878875	66.4762120728795	67.9670815612924	69.8988616192843	68.0732651950876	68.8269067314439	69.2155502656778	61.5249918965526	64.1329842414205	63.9309184853074	51.8093669461765	51.4872565594427	55.9351336817673	69.5797862962563	70.2600896808265	65.2884769017661	65.9525546132858	68.8094018836336	66.9466681591807	68.5055677863877	66.2165456021035	63.9709889683534	64.3147016124106	67.1984851591365	68.1696219216326
"nCT_P3.1"	49.0172918315284	57.8196878652302	42.978043105442	49.4599910747277	59.8543040024135	40.5341357302273	43.159968276516	50.3913671515455	41.5220763260311	52.6080290894147	65.444883100904	45.1136118306062	52.0466829522344	52.9554091971735	38.2986246575102	58.5787969543683	58.9685611323211	52.1543556277288	52.2795461982284	46.5042962347923	46.934844734162	34.1732350878539	34.6705051425225	0	10.7388428450925	18.4162611843957	14.8294840686606	17.844776050337	18.1788287471566	18.5896881943171	17.9287010231771	22.5020071924034	22.9648110940334	44.2049046345359	43.9214449644151	56.2538720240009	56.3429100358095	37.028735360172	38.2668584659437	65.1022515645683	66.0961019545314	59.6269213547182	60.4426510144329	51.5658060169531	51.0102303109215	48.5221513979222	47.4660603315913	50.9977698707771	50.1903003591831	54.7988444009836	59.2563723822155	88.823465848747	85.207261089561	87.312964478274	80.1355862282203	81.8701145548051	78.4646465300978	81.8806336475468	47.0176532996225	53.6268036911	51.1327363704384	46.989805783358	45.1415965038975	45.5350576064472	53.7217109903927	65.7214879262057	65.3077212520098	69.1809755672992	65.7469458965203	67.6651608710827	68.9419327039691	66.6253583661178	66.561305726665	63.4702498798143	65.2772866409581	65.7145275686135	63.7852342306049	65.2185082261927	63.998523576492	63.3724716693454	65.304670595114	65.0160317952403	55.1837878220589	54.998337888627	57.2517344212218	72.4217128896402	73.1837247197481	68.6006177974923	69.2310324553096	70.4270702638912	69.0838923937718	70.5083399595977	67.8686759703446	64.8858183970427	65.0446395308331	64.4992491124675	65.0706319203541
"nCT_P3.2"	49.4521768511702	58.5510614551482	44.3667879261345	49.6598681199665	59.9969254557744	42.0416577083742	43.9431304615866	52.0805291643349	43.0350280696561	53.211881354752	66.0645477411869	46.0442087179337	52.4275679267253	53.3656318325911	40.2161438382966	59.8130698973845	60.2745682200743	53.9060364104289	53.9867994872116	48.1040315529592	48.5392981126053	36.213480681263	36.5961653901741	10.7388428450925	0	17.930668742551	17.0965086116439	16.5840525246796	17.0006362191339	16.6185897223276	15.6073551321344	22.7802635553506	22.0692106547439	45.5723963399068	45.4683079077459	55.1886835728704	56.0644199725367	36.8826399675021	37.9081032851577	67.3937866893821	68.4138565613082	62.0760295410753	62.8704087919645	54.7509115999941	54.198944572579	51.7215006583205	50.6863492829875	52.3574969444017	51.5786710748618	54.7029094049315	60.3459456073856	89.2005631396167	85.8492101439301	87.9252678465082	81.6311392527997	82.3743255295652	79.7210330448542	82.8559629625702	49.1015359140732	54.8117517322973	52.4503737748006	49.1074325773304	47.139888574708	47.2751292568336	56.0120421732591	66.8770210637133	66.5759518850869	70.2191450925688	67.4009273301831	68.8589260921922	70.2717406312203	67.0415409217365	67.9851001230742	64.3508973591378	66.3035713680657	66.6853379525039	64.340136123268	66.2686302448229	65.6884271082616	64.3697604637048	66.8053009484713	66.5743975090709	56.8416894652678	56.8091118006599	59.4060966678986	74.0434789120068	74.7193912924378	70.2649808246345	70.8291141632533	71.5856750638776	70.3302387150739	71.6275782458491	69.0384823978225	66.4678658122193	66.4146497918669	65.6899444712181	66.2594801731062
"nCT_P10.1"	51.0590292120784	59.2913265524927	46.0331563575928	51.2557361462603	60.1037247022934	42.4294891141651	43.4947331340763	50.7989825803132	44.0872821827045	55.0018703189326	67.312087667277	46.8985128010191	54.259067452658	53.996975034289	40.600810422285	62.3591520794879	62.9219740122954	56.8358696877962	56.8648901999573	50.8942856222422	51.3571779657903	40.1780800648736	40.6616618659817	18.4162611843957	17.930668742551	0	11.4958413226263	13.8616093997721	13.4788992558121	19.6152673883429	20.2273455508809	21.4692504123949	21.0934692550676	43.9438173658713	43.7746778096554	55.0234879494161	55.6836028745364	37.6834233509828	38.8443142172379	70.0753210413632	70.9815475982694	64.3245625199684	65.1940556251469	56.9106631076884	56.0002191539509	53.9871473002751	52.7961484305278	53.3296333567727	52.4026176101622	54.6845978455244	60.5985133165275	89.0596078349222	85.9329455806918	87.8058195460447	81.5686871645981	80.8208556415796	80.1096391714537	82.9805330873649	49.883660578852	54.6678683611777	52.4596245245974	49.4968260011648	47.5000515073299	48.1184673610939	57.4617690318951	69.23488343127	68.8512964694437	69.7707658105134	67.241985544819	68.5736059713539	69.9399566725895	66.3662218218923	68.0561808627404	64.2083416123399	66.6754610413509	66.1226752631862	64.4852583461687	66.5815197210018	65.1893025118672	65.3439028989063	68.5985021276581	68.2076822568464	57.6975989623323	57.9470706595865	60.9250896268912	75.0153363950802	75.6942846742199	70.6291473600862	71.0433617592924	72.9707040994036	72.2723677282874	73.2243832532775	70.9860815197204	66.9178696612042	67.4055872272168	66.7636366301859	67.3608122156328
